,Timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Date
0,2021-07-26 08:00:00+01:00,4.890500068664551,4.890500068664551,4.890500068664551,4.890500068664551,0,0.0,0.0,0.0,2021-07-26
1,2021-07-26 09:00:00+01:00,4.88700008392334,4.896500110626221,4.88700008392334,4.896500110626221,1252,0.0,0.0,0.0,2021-07-26
2,2021-07-26 10:00:00+01:00,4.894909858703613,4.894909858703613,4.894909858703613,4.894909858703613,1080,0.0,0.0,0.0,2021-07-26
3,2021-07-26 11:00:00+01:00,4.903900146484375,4.903900146484375,4.902900218963623,4.90339994430542,6,0.0,0.0,0.0,2021-07-26
4,2021-07-26 12:00:00+01:00,4.907899856567383,4.907899856567383,4.907899856567383,4.907899856567383,1,0.0,0.0,0.0,2021-07-26
5,2021-07-26 13:00:00+01:00,4.908549785614014,4.911399841308594,4.908549785614014,4.911399841308594,5113,0.0,0.0,0.0,2021-07-26
6,2021-07-26 14:00:00+01:00,4.908400058746338,4.908400058746338,4.908400058746338,4.908400058746338,40,0.0,0.0,0.0,2021-07-26
7,2021-07-26 15:00:00+01:00,4.91349983215332,4.91349983215332,4.9004998207092285,4.9004998207092285,5120,0.0,0.0,0.0,2021-07-26
8,2021-07-26 16:00:00+01:00,4.906499862670898,4.9105000495910645,4.906499862670898,4.9105000495910645,1620,0.0,0.0,0.0,2021-07-26
9,2021-07-27 08:00:00+01:00,4.865640163421631,4.866499900817871,4.859409809112549,4.859409809112549,0,0.0,0.0,0.0,2021-07-27
10,2021-07-27 09:00:00+01:00,4.879909992218018,4.879909992218018,4.870910167694092,4.870910167694092,74,0.0,0.0,0.0,2021-07-27
11,2021-07-27 10:00:00+01:00,4.873089790344238,4.891729831695557,4.870500087738037,4.891729831695557,8857,0.0,0.0,0.0,2021-07-27
12,2021-07-27 11:00:00+01:00,4.894440174102783,4.894440174102783,4.894440174102783,4.894440174102783,1,0.0,0.0,0.0,2021-07-27
13,2021-07-27 12:00:00+01:00,4.908909797668457,4.908909797668457,4.898499965667725,4.908909797668457,1,0.0,0.0,0.0,2021-07-27
14,2021-07-28 08:00:00+01:00,4.900000095367432,4.9045000076293945,4.900000095367432,4.901919841766357,0,0.0,0.0,0.0,2021-07-28
15,2021-07-28 09:00:00+01:00,4.912919998168945,4.912919998168945,4.912919998168945,4.912919998168945,4,0.0,0.0,0.0,2021-07-28
16,2021-07-28 10:00:00+01:00,4.904590129852295,4.914000034332275,4.904590129852295,4.914000034332275,1632,0.0,0.0,0.0,2021-07-28
17,2021-07-28 11:00:00+01:00,4.909090042114258,4.909090042114258,4.909090042114258,4.909090042114258,1,0.0,0.0,0.0,2021-07-28
18,2021-07-28 12:00:00+01:00,4.912680149078369,4.912680149078369,4.912680149078369,4.912680149078369,4500,0.0,0.0,0.0,2021-07-28
19,2021-07-28 15:00:00+01:00,4.908820152282715,4.910999774932861,4.908820152282715,4.910999774932861,2860,0.0,0.0,0.0,2021-07-28
20,2021-07-28 16:00:00+01:00,4.916749954223633,4.916749954223633,4.914999961853027,4.914999961853027,5683,0.0,0.0,0.0,2021-07-28
21,2021-07-29 08:00:00+01:00,4.939499855041504,4.939499855041504,4.939499855041504,4.939499855041504,0,0.0,0.0,0.0,2021-07-29
22,2021-07-29 09:00:00+01:00,4.948400020599365,4.948400020599365,4.948400020599365,4.948400020599365,4,0.0,0.0,0.0,2021-07-29
23,2021-07-29 10:00:00+01:00,4.954649925231934,4.954999923706055,4.954649925231934,4.954999923706055,3306,0.0,0.0,0.0,2021-07-29
24,2021-07-29 11:00:00+01:00,4.95550012588501,4.95550012588501,4.95550012588501,4.95550012588501,2853,0.0,0.0,0.0,2021-07-29
25,2021-07-29 12:00:00+01:00,4.95458984375,4.95458984375,4.948500156402588,4.948500156402588,12,0.0,0.0,0.0,2021-07-29
26,2021-07-29 13:00:00+01:00,4.958899974822998,4.958899974822998,4.952499866485596,4.952499866485596,412,0.0,0.0,0.0,2021-07-29
27,2021-07-29 14:00:00+01:00,4.960899829864502,4.960899829864502,4.960899829864502,4.960899829864502,6,0.0,0.0,0.0,2021-07-29
28,2021-07-29 15:00:00+01:00,4.96150016784668,4.96150016784668,4.953000068664551,4.953000068664551,806,0.0,0.0,0.0,2021-07-29
29,2021-07-30 08:00:00+01:00,4.9070000648498535,4.912710189819336,4.898439884185791,4.912710189819336,30079,0.0,0.0,0.0,2021-07-30
30,2021-07-30 09:00:00+01:00,4.909249782562256,4.927750110626221,4.909249782562256,4.920499801635742,6758,0.0,0.0,0.0,2021-07-30
31,2021-07-30 10:00:00+01:00,4.914999961853027,4.914999961853027,4.907400131225586,4.907400131225586,1631,0.0,0.0,0.0,2021-07-30
32,2021-07-30 11:00:00+01:00,4.902860164642334,4.902860164642334,4.902500152587891,4.902500152587891,974,0.0,0.0,0.0,2021-07-30
33,2021-07-30 14:00:00+01:00,4.911900043487549,4.911900043487549,4.911900043487549,4.911900043487549,1,0.0,0.0,0.0,2021-07-30
34,2021-07-30 15:00:00+01:00,4.916999816894531,4.916999816894531,4.916999816894531,4.916999816894531,2,0.0,0.0,0.0,2021-07-30
35,2021-07-30 16:00:00+01:00,4.917500019073486,4.91949987411499,4.914999961853027,4.914999961853027,878,0.0,0.0,0.0,2021-07-30
36,2021-08-02 08:00:00+01:00,4.970900058746338,4.970900058746338,4.970900058746338,4.970900058746338,0,0.0,0.0,0.0,2021-08-02
37,2021-08-02 09:00:00+01:00,4.97052001953125,4.9720001220703125,4.97052001953125,4.9720001220703125,1626,0.0,0.0,0.0,2021-08-02
38,2021-08-02 10:00:00+01:00,4.97268009185791,4.97599983215332,4.97268009185791,4.97599983215332,4390,0.0,0.0,0.0,2021-08-02
39,2021-08-02 11:00:00+01:00,4.973899841308594,4.975399971008301,4.973899841308594,4.975399971008301,8,0.0,0.0,0.0,2021-08-02
40,2021-08-02 13:00:00+01:00,4.945000171661377,4.945000171661377,4.945000171661377,4.945000171661377,314,0.0,0.0,0.0,2021-08-02
41,2021-08-02 14:00:00+01:00,4.95550012588501,4.959499835968018,4.944499969482422,4.959499835968018,3958,0.0,0.0,0.0,2021-08-02
42,2021-08-02 15:00:00+01:00,4.960999965667725,4.968999862670898,4.959499835968018,4.968999862670898,13034,0.0,0.0,0.0,2021-08-02
43,2021-08-02 16:00:00+01:00,4.968999862670898,4.9695000648498535,4.960249900817871,4.960249900817871,8278,0.0,0.0,0.0,2021-08-02
