,Timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date
0,2023-05-24 09:30:00-04:00,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,0,0.0,0.0,2023-05-24
1,2023-05-24 10:05:00-04:00,1.0189000368118286,1.0189000368118286,1.0189000368118286,1.0189000368118286,133,0.0,0.0,2023-05-24
2,2023-05-24 11:15:00-04:00,1.01010000705719,1.01010000705719,1.01010000705719,1.01010000705719,105,0.0,0.0,2023-05-24
3,2023-05-24 11:35:00-04:00,1.0099999904632568,1.0099999904632568,1.0099999904632568,1.0099999904632568,105,0.0,0.0,2023-05-24
4,2023-05-24 12:05:00-04:00,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,190,0.0,0.0,2023-05-24
5,2023-05-24 12:20:00-04:00,1.0188000202178955,1.0188000202178955,1.0099999904632568,1.0099999904632568,200,0.0,0.0,2023-05-24
6,2023-05-24 13:20:00-04:00,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,600,0.0,0.0,2023-05-24
7,2023-05-24 14:00:00-04:00,1.0117000341415405,1.0117000341415405,1.0117000341415405,1.0117000341415405,2218,0.0,0.0,2023-05-24
8,2023-05-24 14:05:00-04:00,1.0149999856948853,1.0149999856948853,1.0149999856948853,1.0149999856948853,225,0.0,0.0,2023-05-24
9,2023-05-24 14:10:00-04:00,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,4800,0.0,0.0,2023-05-24
10,2023-05-24 14:15:00-04:00,1.0149999856948853,1.0299999713897705,1.0149999856948853,1.0299999713897705,5489,0.0,0.0,2023-05-24
11,2023-05-24 14:25:00-04:00,1.024999976158142,1.024999976158142,1.0199999809265137,1.0199999809265137,441,0.0,0.0,2023-05-24
12,2023-05-24 15:30:00-04:00,1.021299958229065,1.021299958229065,1.0199999809265137,1.0199999809265137,293,0.0,0.0,2023-05-24
13,2023-05-24 15:35:00-04:00,1.0199999809265137,1.024999976158142,1.0016000270843506,1.0016000270843506,6874,0.0,0.0,2023-05-24
14,2023-05-24 15:45:00-04:00,1.0198999643325806,1.0198999643325806,1.0,1.0,12955,0.0,0.0,2023-05-24
15,2023-05-24 15:50:00-04:00,1.0198999643325806,1.0198999643325806,1.0198999643325806,1.0198999643325806,5099,0.0,0.0,2023-05-24
16,2023-05-24 15:55:00-04:00,0.9901000261306763,1.0049999952316284,0.9901000261306763,1.0049999952316284,2511,0.0,0.0,2023-05-24
17,2023-05-25 10:05:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,164,0.0,0.0,2023-05-25
18,2023-05-25 10:20:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,100,0.0,0.0,2023-05-25
19,2023-05-25 10:25:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,487,0.0,0.0,2023-05-25
20,2023-05-25 10:40:00-04:00,0.982699990272522,0.9916999936103821,0.982699990272522,0.9916999936103821,843,0.0,0.0,2023-05-25
21,2023-05-25 10:45:00-04:00,0.982699990272522,0.9916999936103821,0.982699990272522,0.9916999936103821,200,0.0,0.0,2023-05-25
22,2023-05-25 10:50:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,200,0.0,0.0,2023-05-25
23,2023-05-25 10:55:00-04:00,0.9916999936103821,0.9916999936103821,0.9872000217437744,0.9872000217437744,201,0.0,0.0,2023-05-25
24,2023-05-25 11:00:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,100,0.0,0.0,2023-05-25
25,2023-05-25 11:05:00-04:00,0.9916999936103821,0.9916999936103821,0.9916999936103821,0.9916999936103821,100,0.0,0.0,2023-05-25
26,2023-05-25 11:10:00-04:00,0.9918000102043152,0.9918000102043152,0.9918000102043152,0.9918000102043152,226,0.0,0.0,2023-05-25
27,2023-05-25 11:20:00-04:00,0.9916999936103821,0.9916999936103821,0.982699990272522,0.9829000234603882,2578,0.0,0.0,2023-05-25
28,2023-05-25 11:25:00-04:00,0.9825999736785889,0.9825999736785889,0.9800000190734863,0.9825000166893005,1323,0.0,0.0,2023-05-25
29,2023-05-25 11:35:00-04:00,0.9825000166893005,0.9825000166893005,0.9824000000953674,0.9824000000953674,1129,0.0,0.0,2023-05-25
30,2023-05-25 11:40:00-04:00,0.9825990200042725,0.9825990200042725,0.9825990200042725,0.9825990200042725,461,0.0,0.0,2023-05-25
31,2023-05-25 11:50:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,129,0.0,0.0,2023-05-25
32,2023-05-25 11:55:00-04:00,0.9822999835014343,0.9822999835014343,0.9822999835014343,0.9822999835014343,641,0.0,0.0,2023-05-25
33,2023-05-25 12:00:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,133,0.0,0.0,2023-05-25
34,2023-05-25 12:05:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,134,0.0,0.0,2023-05-25
35,2023-05-25 12:10:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,128,0.0,0.0,2023-05-25
36,2023-05-25 12:15:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,132,0.0,0.0,2023-05-25
37,2023-05-25 12:20:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,345,0.0,0.0,2023-05-25
38,2023-05-25 12:25:00-04:00,0.982699990272522,0.982699990272522,0.982699990272522,0.982699990272522,110,0.0,0.0,2023-05-25
39,2023-05-25 12:30:00-04:00,0.982699990272522,0.982699990272522,0.982699990272522,0.982699990272522,240,0.0,0.0,2023-05-25
40,2023-05-25 12:35:00-04:00,0.9822999835014343,0.9822999835014343,0.9822999835014343,0.9822999835014343,129,0.0,0.0,2023-05-25
41,2023-05-25 12:40:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,133,0.0,0.0,2023-05-25
42,2023-05-25 12:45:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,363,0.0,0.0,2023-05-25
43,2023-05-25 12:50:00-04:00,0.982699990272522,0.982699990272522,0.9822999835014343,0.982699990272522,300,0.0,0.0,2023-05-25
44,2023-05-25 12:55:00-04:00,0.982699990272522,0.982699990272522,0.982699990272522,0.982699990272522,100,0.0,0.0,2023-05-25
45,2023-05-25 13:00:00-04:00,0.982699990272522,0.982699990272522,0.982699990272522,0.982699990272522,101,0.0,0.0,2023-05-25
46,2023-05-25 13:05:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,132,0.0,0.0,2023-05-25
47,2023-05-25 13:10:00-04:00,0.9824000000953674,0.9824000000953674,0.9824000000953674,0.9824000000953674,127,0.0,0.0,2023-05-25
48,2023-05-25 13:15:00-04:00,0.9825999736785889,0.9825999736785889,0.9825999736785889,0.9825999736785889,128,0.0,0.0,2023-05-25
49,2023-05-25 13:20:00-04:00,0.982699990272522,0.982699990272522,0.982200026512146,0.982200026512146,735,0.0,0.0,2023-05-25
50,2023-05-25 13:30:00-04:00,0.982699990272522,0.9900000095367432,0.9824000000953674,0.9900000095367432,9990,0.0,0.0,2023-05-25
51,2023-05-25 13:40:00-04:00,0.9918000102043152,0.9918000102043152,0.9918000102043152,0.9918000102043152,304,0.0,0.0,2023-05-25
52,2023-05-25 14:20:00-04:00,0.9998999834060669,1.0,0.994949996471405,0.9998999834060669,1496,0.0,0.0,2023-05-25
53,2023-05-25 14:25:00-04:00,0.9911980032920837,1.0,0.9911980032920837,1.0,5794,0.0,0.0,2023-05-25
54,2023-05-25 15:40:00-04:00,1.0,1.0,1.0,1.0,802,0.0,0.0,2023-05-25
55,2023-05-25 15:45:00-04:00,1.0,1.0,1.0,1.0,496,0.0,0.0,2023-05-25
56,2023-05-25 15:50:00-04:00,1.0,1.0038000345230103,1.0,1.0,2094,0.0,0.0,2023-05-25
57,2023-05-25 15:55:00-04:00,1.0,1.0099999904632568,1.0,1.0099999904632568,10714,0.0,0.0,2023-05-25
58,2023-05-26 09:40:00-04:00,1.0,1.0,1.0,1.0,2172,0.0,0.0,2023-05-26
59,2023-05-26 09:45:00-04:00,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,566,0.0,0.0,2023-05-26
60,2023-05-26 10:20:00-04:00,1.0099999904632568,1.0099999904632568,1.0049999952316284,1.0099999904632568,2419,0.0,0.0,2023-05-26
61,2023-05-26 10:40:00-04:00,1.0149999856948853,1.0149999856948853,1.0149999856948853,1.0149999856948853,100,0.0,0.0,2023-05-26
62,2023-05-26 10:45:00-04:00,1.0099999904632568,1.0099999904632568,1.0099999904632568,1.0099999904632568,383,0.0,0.0,2023-05-26
63,2023-05-26 10:50:00-04:00,1.01010000705719,1.01010000705719,1.01010000705719,1.01010000705719,1050,0.0,0.0,2023-05-26
64,2023-05-26 11:00:00-04:00,1.010599970817566,1.010599970817566,1.010599970817566,1.010599970817566,150,0.0,0.0,2023-05-26
