,Timestamp,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Date
0,2023-05-25 08:00:00+01:00,4.99399995803833,4.99399995803833,4.99399995803833,4.99399995803833,0,0.0,0.0,0.0,2023-05-25
1,2023-05-25 08:25:00+01:00,5.02370023727417,5.02370023727417,5.02370023727417,5.02370023727417,514,0.0,0.0,0.0,2023-05-25
2,2023-05-25 09:05:00+01:00,5.014999866485596,5.014999866485596,5.014999866485596,5.014999866485596,1270,0.0,0.0,0.0,2023-05-25
3,2023-05-25 09:50:00+01:00,5.021999835968018,5.021999835968018,5.021999835968018,5.021999835968018,1947,0.0,0.0,0.0,2023-05-25
4,2023-05-25 11:20:00+01:00,5.026040077209473,5.026040077209473,5.026040077209473,5.026040077209473,517,0.0,0.0,0.0,2023-05-25
5,2023-05-25 11:35:00+01:00,5.0279998779296875,5.0279998779296875,5.0279998779296875,5.0279998779296875,0,0.0,0.0,0.0,2023-05-25
6,2023-05-25 12:40:00+01:00,5.019120216369629,5.019139766693115,5.019120216369629,5.019139766693115,2,0.0,0.0,0.0,2023-05-25
7,2023-05-25 12:45:00+01:00,5.019120216369629,5.019120216369629,5.019120216369629,5.019120216369629,2,0.0,0.0,0.0,2023-05-25
8,2023-05-25 13:25:00+01:00,5.025599956512451,5.025599956512451,5.025599956512451,5.025599956512451,197,0.0,0.0,0.0,2023-05-25
9,2023-05-25 13:30:00+01:00,5.01915979385376,5.01915979385376,5.01915979385376,5.01915979385376,12,0.0,0.0,0.0,2023-05-25
10,2023-05-25 13:40:00+01:00,5.033400058746338,5.033400058746338,5.033400058746338,5.033400058746338,476,0.0,0.0,0.0,2023-05-25
11,2023-05-25 14:25:00+01:00,5.011899948120117,5.011899948120117,5.011899948120117,5.011899948120117,5762,0.0,0.0,0.0,2023-05-25
12,2023-05-25 14:55:00+01:00,5.011000156402588,5.011000156402588,5.011000156402588,5.011000156402588,3184,0.0,0.0,0.0,2023-05-25
13,2023-05-25 16:20:00+01:00,5.008999824523926,5.008999824523926,5.005499839782715,5.005499839782715,139,0.0,0.0,0.0,2023-05-25
14,2023-05-26 08:20:00+01:00,5.0320000648498535,5.0320000648498535,5.0320000648498535,5.0320000648498535,0,0.0,0.0,0.0,2023-05-26
15,2023-05-26 11:35:00+01:00,5.0028300285339355,5.0028300285339355,5.0028300285339355,5.0028300285339355,836,0.0,0.0,0.0,2023-05-26
16,2023-05-26 15:25:00+01:00,5.036200046539307,5.036200046539307,5.033999919891357,5.033999919891357,3938,0.0,0.0,0.0,2023-05-26
17,2023-05-30 08:00:00+01:00,5.068999767303467,5.068999767303467,5.049099922180176,5.059999942779541,3156,0.0,0.0,0.0,2023-05-30
18,2023-05-30 10:35:00+01:00,5.021940231323242,5.021940231323242,5.021940231323242,5.021940231323242,2,0.0,0.0,0.0,2023-05-30
19,2023-05-30 11:15:00+01:00,5.01800012588501,5.019999980926514,5.01800012588501,5.019999980926514,6347,0.0,0.0,0.0,2023-05-30
20,2023-05-30 12:05:00+01:00,5.008019924163818,5.008019924163818,5.008019924163818,5.008019924163818,648,0.0,0.0,0.0,2023-05-30
21,2023-05-30 12:20:00+01:00,5.004000186920166,5.004000186920166,5.004000186920166,5.004000186920166,392,0.0,0.0,0.0,2023-05-30
22,2023-05-30 15:00:00+01:00,4.990099906921387,4.990099906921387,4.990099906921387,4.990099906921387,46,0.0,0.0,0.0,2023-05-30
23,2023-05-30 16:10:00+01:00,4.975560188293457,4.975560188293457,4.9720001220703125,4.9720001220703125,0,0.0,0.0,0.0,2023-05-30
24,2023-05-31 08:00:00+01:00,4.975500106811523,4.975500106811523,4.975500106811523,4.975500106811523,0,0.0,0.0,0.0,2023-05-31
25,2023-05-31 11:20:00+01:00,4.956679821014404,4.956679821014404,4.956679821014404,4.956679821014404,718,0.0,0.0,0.0,2023-05-31
26,2023-05-31 11:50:00+01:00,4.965439796447754,4.965439796447754,4.965439796447754,4.965439796447754,0,0.0,0.0,0.0,2023-05-31
27,2023-05-31 13:10:00+01:00,4.959400177001953,4.959400177001953,4.959400177001953,4.959400177001953,12,0.0,0.0,0.0,2023-05-31
28,2023-05-31 13:40:00+01:00,4.966949939727783,4.966949939727783,4.966949939727783,4.966949939727783,1811,0.0,0.0,0.0,2023-05-31
29,2023-05-31 13:45:00+01:00,4.9644999504089355,4.9644999504089355,4.964000225067139,4.9644999504089355,1811,0.0,0.0,0.0,2023-05-31
30,2023-05-31 16:05:00+01:00,4.933499813079834,4.933499813079834,4.925250053405762,4.925250053405762,2,0.0,0.0,0.0,2023-05-31
31,2023-06-01 08:00:00+01:00,4.979000091552734,4.979000091552734,4.979000091552734,4.979000091552734,0,0.0,0.0,0.0,2023-06-01
32,2023-06-01 08:15:00+01:00,4.942999839782715,4.942999839782715,4.942999839782715,4.942999839782715,3240,0.0,0.0,0.0,2023-06-01
33,2023-06-01 09:15:00+01:00,4.951000213623047,4.951000213623047,4.951000213623047,4.951000213623047,10,0.0,0.0,0.0,2023-06-01
34,2023-06-01 10:00:00+01:00,4.956560134887695,4.956560134887695,4.956560134887695,4.956560134887695,0,0.0,0.0,0.0,2023-06-01
35,2023-06-01 12:25:00+01:00,4.948999881744385,4.948999881744385,4.948999881744385,4.948999881744385,10,0.0,0.0,0.0,2023-06-01
36,2023-06-01 13:40:00+01:00,4.945499897003174,4.945499897003174,4.945499897003174,4.945499897003174,867,0.0,0.0,0.0,2023-06-01
37,2023-06-01 14:05:00+01:00,4.937459945678711,4.937459945678711,4.937459945678711,4.937459945678711,0,0.0,0.0,0.0,2023-06-01
38,2023-06-01 14:30:00+01:00,4.935999870300293,4.935999870300293,4.935999870300293,4.935999870300293,3240,0.0,0.0,0.0,2023-06-01
39,2023-06-01 14:45:00+01:00,4.936500072479248,4.936500072479248,4.936500072479248,4.936500072479248,0,0.0,0.0,0.0,2023-06-01
40,2023-06-01 15:15:00+01:00,4.945000171661377,4.945000171661377,4.945000171661377,4.945000171661377,2000,0.0,0.0,0.0,2023-06-01
41,2023-06-01 15:20:00+01:00,4.942999839782715,4.942999839782715,4.942999839782715,4.942999839782715,762,0.0,0.0,0.0,2023-06-01
42,2023-06-01 16:25:00+01:00,4.960000038146973,4.960000038146973,4.959499835968018,4.959499835968018,0,0.0,0.0,0.0,2023-06-01
43,2023-06-02 08:00:00+01:00,5.013999938964844,5.013999938964844,5.013999938964844,5.013999938964844,0,0.0,0.0,0.0,2023-06-02
44,2023-06-02 08:35:00+01:00,4.986299991607666,4.986299991607666,4.986299991607666,4.986299991607666,5000,0.0,0.0,0.0,2023-06-02
45,2023-06-02 11:00:00+01:00,5.004000186920166,5.004000186920166,5.002999782562256,5.002999782562256,3158,0.0,0.0,0.0,2023-06-02
46,2023-06-02 11:35:00+01:00,5.007999897003174,5.007999897003174,5.007999897003174,5.007999897003174,1740,0.0,0.0,0.0,2023-06-02
47,2023-06-02 12:00:00+01:00,5.004000186920166,5.004000186920166,5.004000186920166,5.004000186920166,472,0.0,0.0,0.0,2023-06-02
48,2023-06-02 15:25:00+01:00,5.031000137329102,5.031000137329102,5.031000137329102,5.031000137329102,796,0.0,0.0,0.0,2023-06-02
49,2023-06-02 16:00:00+01:00,5.0330400466918945,5.0330400466918945,5.0330400466918945,5.0330400466918945,2852,0.0,0.0,0.0,2023-06-02
50,2023-06-02 16:05:00+01:00,5.0329999923706055,5.0395002365112305,5.0329999923706055,5.0395002365112305,3240,0.0,0.0,0.0,2023-06-02
51,2023-06-05 10:00:00+01:00,5.066999912261963,5.066999912261963,5.066999912261963,5.066999912261963,0,0.0,0.0,0.0,2023-06-05
52,2023-06-05 10:15:00+01:00,5.063960075378418,5.063960075378418,5.063960075378418,5.063960075378418,0,0.0,0.0,0.0,2023-06-05
53,2023-06-05 10:25:00+01:00,5.06003999710083,5.06003999710083,5.06003999710083,5.06003999710083,0,0.0,0.0,0.0,2023-06-05
54,2023-06-05 11:30:00+01:00,5.064000129699707,5.064000129699707,5.063849925994873,5.063849925994873,482,0.0,0.0,0.0,2023-06-05
55,2023-06-05 11:55:00+01:00,5.064849853515625,5.064849853515625,5.064849853515625,5.064849853515625,1694,0.0,0.0,0.0,2023-06-05
56,2023-06-05 12:20:00+01:00,5.065000057220459,5.066999912261963,5.065000057220459,5.066999912261963,4470,0.0,0.0,0.0,2023-06-05
57,2023-06-05 12:25:00+01:00,5.066999912261963,5.066999912261963,5.066999912261963,5.066999912261963,457,0.0,0.0,0.0,2023-06-05
58,2023-06-05 13:30:00+01:00,5.063000202178955,5.063000202178955,5.063000202178955,5.063000202178955,1620,0.0,0.0,0.0,2023-06-05
59,2023-06-05 13:35:00+01:00,5.063000202178955,5.063000202178955,5.063000202178955,5.063000202178955,8,0.0,0.0,0.0,2023-06-05
